reviews,ratings,votes,class,classnum
"Too wordy and boring. Many repetitions! The content of this course could be learned in one week, instead of 5 weeks! I only finished it because I want the google certificate.",2,0,bad,-1
"Moved painfully slow.  Wish there were maybe three options in the beginning: beginner, some experience and advanced.  Advanced users skip this course (as it is currently) but some experience have the option to skip around to the pieces they need introduction in",2,0,bad,-1
Too much time wasted in long commentaries and semantics. Many test questions are on how well you remember the semantics. Disappointing. I am still hopeful and curious about the next parts of this certification program. Not given up yet.,2,0,bad,-1
"I was hoping this course would be a really great way to learn about some of the techniques of data analysis.  Instead, it was repetitious, banal, and most questions were extremely low-level memorization/regurgitation.",2,0,bad,-1
Extremely basic material that teaches what a data analyst does and the skills they need. Does not teach any real technical skills. This is a waste of time if you've done any research into what a data analyst is.,2,0,bad,-1
Not so helpful.. This course just makes you memorize the things about data. Someone with prior background of education doesn't really enjoy this course.. it needs a lot of improvement of content quality.,2,0,bad,-1
"Poorly organized, inane discussion and writing prompts, vastly over stated time scales. This portion of the program seems tailored to artificially bosting the egos of the students.",2,0,bad,-1
<U+200B>there are almost no hands on learning experiences embeddes in this first course.  It is mostly just people talking at you from videos.  I couldve gotten all that from youtube,2,0,bad,-1
"V<U+200B>ery basic introduction to data analysis. This course could  benefit from some current, and specific google project examples presented by the data analysts working on them. ",2,0,bad,-1
"I had an idea of what data analysis entailed by the end of this course. But this could have been shorter, considering the content, not spread out over 5 weeks.",2,0,bad,-1
"Demasiado básico, llevo 5 semanas y no he aprendido casi nada de nuevo.",2,0,bad,-1
"Too much talk. Not much learning. Basically, they kept repeating the same thing again again . Could have gone deeper into the content. ",2,0,bad,-1
"The content is so much theoretical, it should be like teaching and executing to gain all the knowledge that a course can provide.",2,0,bad,-1
I would like to see fewer questions that need specific words from the course. especially when there are other words available. ,2,0,bad,-1
"F<U+200B>or a complete novice this might be usefull, but for someone who ever opened a spreadsheet or heard of SQL, it is not.",2,0,bad,-1
"Tedious, mind numbing grind. Videos and information are repetitive and beyond low level. Example: define ""curiosity""",2,0,bad,-1
"Good for beginners. I thought there would be more insights given into R and Tableu, but alas, nothing, nada, rien!!!",2,0,bad,-1
Slow progression. I was hoping to get in and learn the basics + get to using the Google Analytics tools ASAP.,2,0,bad,-1
very poor and weak quality content. what did I really learn? nothing. basically a waste of time and money,2,0,bad,-1
I can not rate beyonf 2 star because I can not view my certificate for this coursre upon completion,2,0,bad,-1
Exceptionally basic. Definitely should have skipped this - it did not add any value to my learning. ,2,0,bad,-1
Did not really like it. Too much talking to say a simple thing. They need to get the point faster.,2,0,bad,-1
"too basic ! you want learn much from this certification , worse courses i have token so far ",2,0,bad,-1
This course felt like it had no purpose or direction. I felt like a car stuck in neutral. ,2,0,bad,-1
"The course is too long. Giving more time for Process, Analyze and R programming courses.",2,0,bad,-1
Wish they actually taight SQL instead of having you take a class in another place.,2,0,bad,-1
"Not very objective, most of the course just stories that you have heard always",2,0,bad,-1
"Lo siento me pueden dar de baja, el curso esta en ingles no hablo ingles.",2,0,bad,-1
It's should be just 2 week course. For this course 5 weeks too long. ,2,0,bad,-1
It was really boring.  I think most of everything was guessable.,2,0,bad,-1
The course lacked depth and and had a lot of padding in it.,2,0,bad,-1
i finished my course but am not able to get my certificate,2,0,bad,-1
I completed it and i didn't get my certificate yet. why?,2,0,bad,-1
I<U+200B>nformativo pero excesivamente largo y tedioso.,2,0,bad,-1
So basic and the course was dragged out so much,2,0,bad,-1
T<U+200B>oo many video lectures and made up jargon,2,0,bad,-1
Could have been more practical oriented ,2,0,bad,-1
Not getting my certificate of Module 1,2,0,bad,-1
i cant nter into next part of course ,2,0,bad,-1
It teaches nothing really important ,2,0,bad,-1
not very informational technically ,2,0,bad,-1
h<U+200B>ave to pay to get  certificates,2,0,bad,-1
Very Basic thing ..exaggerated,2,0,bad,-1
v<U+200B>ery confusing to use ,2,0,bad,-1
m<U+200B>illenials buissness,2,0,bad,-1
Very less informative,2,0,bad,-1
very foundamental,2,0,bad,-1
Lot of preaching.,2,0,bad,-1
too basic for me,2,0,bad,-1
Lacks substance.,2,0,bad,-1
VERY slow paced,2,0,bad,-1
Way tooo basic,2,0,bad,-1
Veryiimportant ,2,0,bad,-1
Too basic,2,0,bad,-1
"It's not an exaggeration to say that 50% of this course was useless filler material.  I learned more about how to use SQL, Tableau, and R for data analysis in a few days of self study than I did in ""5 weeks"" worth of material in this course.   The material is poorly formatted and monotonous to cover, there is very little application of the techniques they discuss, and the quiz questions are so unbelievable bad that its hard to wrap my head around the fact that a company this large/successful could put out such a worthless course.   ",1,0,bad,-1
"I<U+200B>t Just teaching corprate terms and phares. I taken stuff like this for IT before. This doesn't prepare you for a job. Hands on getting greasy is what prepares you. When I was in the military, learning aircrat maintience. We learn the name of the system, its parts, the parts location, the math if needed to solve a problem, how to us the manuals to idenify a problem, base on description. Then we were put on aircrafts to sovle a problem, taught how to work a radio ect.  This is just a money grab, a course with bunch of useless words and personal experiecnes. I want to actually be engage with an assignment on what a Data analyst does. Not be show a video about a defination of a word that has nothing to do with the actual job. Words mean nothing, without object to gage them with. The fist three weeks can be one video, not half of the whole lesson. ",1,0,bad,-1
"this is bullshit. I started the course believing that I was going to get the certificate, and now, after the first -mini- course (1/8,) I cant move forward to the second step (course 2/8) because It seems I have to pay, when at the bigining of this, Coursera says It is a free course of coursera for students... And ift's that were all, they even gave me the correponding certificate! There's a bottom at the end that says ""click to recieve your certificate"" (of the 1 course, ofcourse) and Im still waiting for it! I definitily wasted my time, Im fourios, I will never do another course here again.",1,0,bad,-1
"I don't recommend this course for anyone who has any sort of data analytics experience. So far the readings and the videos have absolutely nothing with do data and more to do with people from Google talking about how they got into data and how great it is to work for Google. I seriously feel like I'm watching recruitment videos for Google or New Hire Orientation videos. This course is supposed to take 5 WEEKS but they repeat the same things over and over. Honestly, this could've condensed into a two week introductory course. This was a waste of time, not recommended at all. ",1,0,bad,-1
"I think that more than half of the time dedicated to this course was spent on log entries, self-reflection and case opinion. This added no value or knowledge, plus no one checked what I wrote, there was no feedback, so I feel like it's a way of stretching the length of the course unnecessarily.
Additionally, my name is misspelled on the certificate, I don't understand why, in my account I see that everything is correct.",1,0,bad,-1
"I'm only rating this way because I can't rate the entire Google Data Analytics Professional Certificate. 
I just wasted 6 months on this course with the promise I could get a job in data analysis. Well, I can crush data analysis! But my lack of background in math is proving to make me unhirable. I wish I'd known this before wasting time and money on this program. Now I'm 6 months behind training for another career.",1,0,bad,-1
"Dear Coursera/Google,",1,0,bad,-1
"Painfully easy, no real value to be gained. The steps of the process could have been a single lecture with multiple practice problems to help solidify the concepts. Why waste a supposed 5 weeks to go over redundant topics? The material realistically can be completed in a single day if you have the time, or over a week if only working on it an hour or so a day.",1,0,bad,-1
"This is not great cource by Google. I have seen  many other cources which much more better than thise cource according to giving knowlegde, containt, demo and so on. Thise was not expected by Google. Please improve the containt and give some deep knowlege and demo while explaining any new thing.",1,0,bad,-1
"I've completed the course requirements but my assignments are not being reviewed.  Because of this, I'm getting a message that my assignments are past due.  However, the assignments for the entire course are completed.  Other students are not reviewing the assignments.",1,0,bad,-1
I was provided with a free course in Data Analytics. And was asked to pay after completion of the course. But completing by just module 1 out of 8 it started asking to pay. I invested a month in completing it and now even without completion it asking for money.,1,0,bad,-1
My name on certificate is coming wrong.,1,0,bad,-1
"Alot of basic concepts. Explaining about what is column n row is a topic for a toddler. Most of the videos were repeating themselves. Useless words and sentences used to fill in the word count for a video. Overall, to generic.",1,0,bad,-1
"Полное безобразие! Подписку отменила в течение 7 дней бесплатного периода, а сумму месячную списали. Грязные методы! Обязательно сделаю активную антирекламу в сетях. Самое интересное, ничего не докадешь и некуда обратиться....",1,0,bad,-1
I feel like the introduction could have been 1 week and not 5 weeks.,1,0,bad,-1
"This is just a theoretical course which doesn't even cover all the concepts. Moreover, the evaluation questions are of no use. Studying this course will help nobody in the real sense.",1,0,bad,-1
"Omg, It was so bullshit and waste of time, I was so annoyed about repeated contects. I was expected a useful skills of using SQL,Exel and Tableu  and found only useless talks. ",1,0,bad,-1
My name is written wrong and there is no way to fix this issue. I don't want to go through all this for a certificate with the wrong name. I hope someone can fix this issue.,1,0,bad,-1
It very boring. Please incorporate more video for an online learning program to keep people interested and engaged in an already dry and snooze fest topic,1,0,bad,-1
I find difficulty in watching videos cause once I pause any video to take note they stop working and i have to go through transcript and that is hectic,1,0,bad,-1
I thought of financial aid for all 8 courses but I got it for only 1 course. I need to apply 8 times for financial aid which will delay my learning. ,1,0,bad,-1
auxilioo no me sirve el curso debido a que esta en ingles y no lo voy a poder utilizar.. por favor alguien me puede decir como darlo de baja,1,0,bad,-1
"Didn't learn anything new, feels like a wate of time, and disappointed because I had higher expectations from a Google course",1,0,bad,-1
I haven't received my course certificate yet  and every time I click on the link its shows that Coursera is under maintenance,1,0,bad,-1
"These 5 weeks were just so basic, I was expecting something more advanced from this course, so disappointing.",1,0,bad,-1
I have not received the certificate for this course  ,1,0,bad,-1
I'm unable to proceed with other courses in this professional certificate. Kindly help and update,1,0,bad,-1
Maybe something for the new beginners but not for people already with couple years of experience,1,0,bad,-1
i have not received my certificate waste of time and coursera taking money waste waste waste ,1,0,bad,-1
BAD experiance about certificate of this course . they are not print my name on certificate  ,1,0,bad,-1
It's quite lengthy and does not helping because unable to balance work and learning,1,0,bad,-1
There isn't much real content (solid knowledge). Most of the course is small talk.,1,0,bad,-1
The course was shown as certificate orietnted but didnt get the certificate,1,0,bad,-1
<U+200B>I have already completed discourses however I cannot get my certification,1,0,bad,-1
my account is not being verified continuously. kindly look into the same,1,0,bad,-1
I took the financial aid and it won't let me gain any certificates !!!,1,0,bad,-1
"imposible realizarlo, desconexiones continuas y traducción malísima. ",1,0,bad,-1
"This course is too basic, the level is for middle school students.",1,0,bad,-1
This first course is far too basic for anyone with a STEM degree.,1,0,bad,-1
can't retrieve my certificate! what a waste of time and money!,1,0,bad,-1
I have finished two weeks. It's just words nothing practical.,1,0,bad,-1
Too many baby steps. That learning log is just plain dumb.,1,0,bad,-1
I HAVE COMPLETED THE COURSE BUT NOT GOT THE CERTIFICATE,1,0,bad,-1
Very very basic stuff with minimal hands on experience.,1,0,bad,-1
Course content very much repetitive and redundant,1,0,bad,-1
Lots of filler content that wastes a lot of time.,1,0,bad,-1
an online non-credit course authorized by Google ,1,0,bad,-1
No lo puedo realizar porque es solo en ingles.,1,0,bad,-1
 En si es un  o  o  e e  so o  n glés ,1,0,bad,-1
where is my foundation certificate,1,0,bad,-1
d<U+200B>idn't teach me anything useful,1,0,bad,-1
This was way too basic for me.,1,0,bad,-1
Wont let me drop the course+,1,0,bad,-1
They only provide materials ,1,0,bad,-1
no permite verlo en espa<U+00F1>ol,1,0,bad,-1
Really basic and repetitive,1,0,bad,-1
n<U+200B>ot worth my time at all.,1,0,bad,-1
Too basic... too basic,1,0,bad,-1
Too much Google fluff,1,0,bad,-1
Unable to unenroll,1,0,bad,-1
I want to unenroll,1,0,bad,-1
No es en espanol,1,0,bad,-1
nonsense cource,1,0,bad,-1
"BS, no coding",1,0,bad,-1
zero coding,1,0,bad,-1
Unenroll?,1,0,bad,-1
Too basic,1,0,bad,-1
nice,1,0,bad,-1
"Your topic header says Ask Questions to Make Data-Driven decisions.  This jumped around on so many other subjects that this should have never been the header.  Basically, the courses were all over the board from learning about spreadsheets, formulas, & functions, to how to conduct meetings properly to how to communicate correctly.  For me, it was not structured at all and jumped all over the place",2,70,bad,-1
"I finished the course within thirty minutes. If you are keen on picking up context clues you will ace this course. I was expecting more hands on experience, as opposed to one question asking how to use SUM or something simplistic like that.  The course challenge questions? Are you kidding me? Honestly, I think high school courses were more challenging than this. I know this is the second part in an eight part course, but so far everything learned here could have been answered with a quick google search. Yikes. ",1,63,bad,-1
"I wan't given a chance to rate the first course, so this applies to courses 1 and 2. So far, It's hard not to think that this is largely a waste of time. After many hours working through the first two courses, only midway through this second course did I actually do something - create a spreadsheet, perform some functions and formulas and make a dashboard. Otherwise, these lessons have been mostly just watching talking head videos and then answering multiple choice quizzes. Very disappointing, and a terrible way to learn something new. The program so far feels very padded, as if the creators knew they didn't have much content and wanted to find ways to stretch the material they have. The rudimentary nature of some of the content is surprising. Maybe Google could take for granted that anyone signing up for this certificate already knows what ""data"" is, as well as ""the cloud,"" and wouldn't need these terms to be defined and quizzed? In the second course, far too much time is spent ""teaching"" proper email etiquette and how to behave during a meeting! At best this should have been optional reading fo those who feel they need it. Way too much time is spent simply regurgitating definitions of terms. It's almost laughable to watch a 5 min video of someone introducing general concepts on a topic, answer a short quiz, and then have the next video begin with someone congratulating me on having learned all about the previous topic. ",2,47,bad,-1
"This certificate program is not cutting it. It feels as if Google created a Google doc and asked their entire company to compile a curriculum. Fuzzy overlapping ideas, meandering, droning, endlessly repeating. The material is primarily delivered by ""talking heads"" through video. You will rarely engage in actual technical work or use statistical tools for applied analysis. This is a shame because the great power and utility of state-of-the-art statistical tools is what brings people into Data Science in the first place. Instead, you will hear a lot of stories and manufactured examples of how Googlers and Nooglers (whatever that is) have found success in their practice. Data analysis at Google is a far cry from what data analysts encounter in the broader business world. This is a punishing, miserable experience thus far that will have you feeling like you have spent hours upon hours listening to a seminar without acquiring any technical skills (consider this a review of the first and second course in the 8 course curriculum).",2,26,bad,-1
"I really expected more out of a course from Google. I don't even know where to start in outlining what was not up to standards. It seems clear that there is not a skilled educator involved in designing this course or the certificate program in general. This is more a forum for googlers to tell us a few things about what it is like to work as a data analyst rather than actually teaching the necessary skills of data analysis. Why on earth should we be learning about how to be considerate in our meetings as data analysts before we actually learn about data analysis? Honestly this is shameful. Do better, Google.",1,22,bad,-1
"This course provides a decent overview, but it too often references terms that it either hasn't explained or hasn't discussed in enough detail. For example, the distinction between primary and secondary stakeholders is not made very clear, but one of the tests expects the test taker to have more information than has been taught. Another example is that a number of more advanced spreadsheet functions are shown, but the material doesn't make it clear that we're not expected to know that information yet.",2,19,bad,-1
"The course gives a great overview on how a data analyst thinks, poses questions and prepares their work to start a task on the right path. It also contains useful information on what to do in conflict situations, who to contact and how to politely react and communicate, which I found very valuable. My main problem with the courses so far is that they feverishly focus on definitions. The way concepts are explained are very lacking and dry. They are in desperate need of visuals such as graphs, animations and screen captures. All these topics can be perfectly shown visually, so I can't understand the decision to almost exclusively have someone talking to a camera. The people are sympathetic, but all these concepts are abstract! There's a bit of an irony considering we learn that preparing data to stakeholders in a way they can grasp the information is important. So why not treat the students the same way?The course challenge felt out of place and didn't really build on what we've learnt. It's strange we're focusing so hard on definitions and glossaries, but end up only needing an alarmingly shallow end-test to pass the course. It would profit from a timed exam that has far more questions and that actually makes the student utilize the provided spreadsheets, rather than having it all pre-chewn, only to peek at and ticking one of 4 boxes. Otherwise this course is set on the right foot. It's all there! But the execution feels very lacking and disappointing. Dear Google Team, your work so far has been soooo great and I'm absolutely grateful you provide this opportunity, but this course definitely needs a lot more polish!",2,13,bad,-1
"Impressed with content. Gives concise, practical insight on how to communicate effectively in an analyst role. Definitely worth reading and watching all of the material. ",5,12,good,1
"i love the course as it helped me understand the importance of asking the right questions, understanding the problem and expectations of stakeholders and impotance and the right way of communicatilon. ",5,11,good,1
"Interactivity was difficult to set up... i don't have a google drive set up and i engage in the class during free times at work and at home. I enjoy the content so far, and i liked the instructor.",5,11,good,1
"In the videos they explain basic stuff, which is very boring, but when it comes to the quicklab that stuff starts to get really complicated very fast, also pictures, videos and writting that sometimes contradicts each other is pretty annoying. I do not think that whoever designed this courses had previous experince with people learning new skills on this kind of platform. ",1,10,bad,-1
"I just finished the 2nd Course in the Google Data Analyst course - even though I have experience in the field, this course reminded of areas that I should focus on and work to strengthen my skills in.",5,9,good,1
"Did Google ask every one of their employees to log in and give five star ratings?  Rambling, disorganized, hours of video on the general definitions of topics and mere seconds on actual technical skills.  Waste of time and money.",1,9,bad,-1
This is by far one of the worst online courses I have ever taken. The fact that this has been developed by Google makes it even worse. I have learned nothing that I can say will help me in data science and I honestly feel cheated. I don't recommend this course to anybody and I consider it a complete waste of time.,1,8,bad,-1
The best thing about this course is connecting the dots; How data is associated with communication. Not only focusing on knowledge limited to the scope of data but giving 360-degree knowledge.,5,7,good,1
i liked this course and specially the last few weeks when we learned how to communicate healthly with our future colleagues and our stakeholders!!cant wait to start the next course,5,7,good,1
"Very interesting topics related to managing expectations for stakeholders, good communication skills, and importance of structured thinking, willing to keep learning more through the next courses!",5,5,good,1
"There is very good content over here. Everything is explained well and in simple terms. I learned many things from this Amazing course. This is the perfect course for me, Thank You.  ",5,5,good,1
"The weekly quizzes often are not clearly posed enough that an experienced learner who is taking the fast track can guess at the correct format for the answer. For example, one question asks for correct Formula syntax, but rejects answers with an ""="" at the beginning.",3,5,neutral,0
"I have learned a lot about how to make the right questions for gathering data, identifying the primary and secondary stakeholders, manage expectations from stakeholders and communicating with the team. Nice real world examples of interview challenges and Junior Analyst possible business tasks. 5/5 Ximena is great.",5,4,good,1
"It’s a great course, helps, and in light me more than I expected in what to focus my question and who and when I ask especially the type of the question and the level of the people I should ask. ",5,4,good,1
"Personally, I felt I was being lectured in some mistakes in the past relating with some clients who i freelanced for recemtly. So far so good, this is the best course I have taken on coursera",5,4,good,1
"Some good hands on stuff, but a lot of review if you've done some stuff with spreadsheets already. Really it seems like it's naming and categorizing things I learned on my own. ",5,4,good,1
Too much talk about unimportant stuff and not enough exercises to apply what we've learned. This course was way too oriented on beginners but didn't offer much to actually learn. The lectures should be more straight to the point. There wasn't enough material to cover 4 weeks of learning. I finished the course in 2 days. ,3,4,neutral,0
"I think subjective questions in this course has helped me in understanding the concepts clearly. It actually erase any assumption and concretize my understanding. This course has covered wide range of concepts including effective communication, role of stakeholders, structural thinking and also spreadsheet basics. ",5,3,good,1
"As many others have stated, this course jumps all over the places. I do appreciate career advices. We are here to learn practical skills. Frankly, I just have to wait until I get my new job to see if any of those advice is beneficial.",1,3,bad,-1
"Everything is explained well and in simple terms. Special thanks to the instructor for making the course lively, with interesting examples. Her enthusiasm is contagious.",5,2,good,1
"This course, in my humble opinion, is a huge waste of time. Its name should be changed to ""Common Sense and Introduction to Spreadsheets if You Never Used One before"". So far, I am very disappointed with this Google Data Analytics Certificate Course. I didn't leave a review in the first course because I thought it was just an introduction and that things would get deeper in the second one. Boy, I was wrong!  All information presented is very basic and repetitive. The tests and challenges are very easy and predictable.It seems this course was made for people who just finished high school and never had any professional experience. I hope it gets better on course number 3. ",1,2,bad,-1
"This course had a lot of great real-life examples which helped see actual applications of the concepts in this course - excellent intro to Excel formulas and functions, including errors and fixes!   I also loved the SMART framework for questions! In the past I have used the SMART framework for goals and it makes a lot of sense to use it for questions too.   The section on stakeholders provided additional insight and good advice (e.g., do not be afraid to say no, focus on the objective) although the course challenge questions on the primary vs. secondary stakeholders were a bit confusing. I also found the advice on teamwork, meetings and conflict resolution very useful.  Having the information broken into smaller chunks (e.g., 5-minute videos) was very helpful. The periodic short quizzes and flashcard exercises were very useful and helped the knowledge sink in.   Overall, very enjoyable and informative course!",5,1,good,1
"The instructor was natural and enthusiastic, like most Google instructors. I think for the information presented, she was fine. As for the content of the course, I know that there was important information presented; however, it seemed like they didn't have enough content for this course, so they introduced a lot of other topics. They are important. I just think that most people are looking forward to learning specific skills with spreadsheets and databases and less soft skills. Like I said, though, the soft skills are important to. In sum, this is still just an introductory course and will probably be quite easy for most people.",5,1,good,1
"After getting midway through the course that immediately follows this one, I decided to revise upwards my rating of the ""Ask Questions to Make Data-Driven Decisions"" course.  Being an 'analytical' type, I found the course very focused on soft skills and quite difficult to absorb.  However, the analytical pace does pick up and I can now better appreciate the value of this course.  ",5,1,good,1
"Challenging at times because it introduced new concepts and explored others in more depth, this course has helped me push myself in areas I would never have dreamt of trying before! I particularly appreciated the fact that the concepts could be applied and used in the real world.",5,1,good,1
This course is perfect for beginners who want to learn the fundamental skills required to become a data analyst! It was very enjoyable and the content is robust. I think learners will feel prepared to enter the workforce or up-skill!,5,1,good,1
"Week 3 was a bit dry. Would like to see more hands on work, one qwicklabs session didn't seem enough to practice spreadsheet basics. Enjoyed the content in general though. Would recommend ",5,1,good,1
It really brought home the importance of the first stage of the data analysis process. It's just as important as any other stage and should be given its due diligence in the process.,5,1,good,1
It was truly remarkable i would truly loving these courses offered by google last but not the least i would like to thank google and coursera for providing these amazing courses,5,1,good,1
"I loved how the instructor elaborated SMART objective setting. Instead of questioning why it happened only, I learned to focus on what I aim to do to understand why it happened.",5,1,good,1
"O balan<U+00E7>o entre teoria e prática é excelente. Ainda é, de certa forma, introdutório e teórico. No entanto, é possível utilizar as primeiras ferramentas que o google utiliza.",5,1,good,1
"Multiple times throughout the course I encounter a part that gives me the feeling ""Now we're gonna get our hands dirty! We finally get to the meat of the course and get to practice data analysis!"" Turns out, this course is just like the previous one: 80% conceptual. Even simple things like creating pie charts are done for us. This gives me the impression that the course was created and designed by googlers and data analysts but not tested by beginners. I take issue with the idea that Google is using us new students as the front loaders for a new and more successful version of the course. I paid for an excellent education and I'm not even gonna get the whole thing because I live outside of the USA.Emotion aside, data analysis is a very rhythmic discipline. When performing analysis on a data set, there are subroutines and repeating actions you need to perform on any data set and I firmly believe the course should give us more than one repetition of how to perform these routines or else they'll produce graduates with spotty abilities and holes in their game. And please don't say ""it's your responsibility to practice so and so out of our course"" - we're frickin' paying for this course, it should get us at the very least to adequate, not barely-practiced but chock full of concepts. In fact, since this course has Google's backing, adequate seems like a low bar to clear.Google's aim for this shouldn't just be to provide students with information, but to structure the course and educate such that their graduates will calmly and assertively navigate and process their first data set using things they learned from google.To use a metaphor, when you see Mike Tyson box, all those movements are textbook movements drilled into him by Cus d'Amato - not a single step, twist, or punch from the boxer is anything but the moves drilled into him by his maestro. The mind of the teacher has been transplanted wholesale into that of the student and this informs their behavior and choices. ",3,1,neutral,0
"A little disappointed with this one. This seems to be geared very heavily to the type of mandatory HR homework you have to do when you're actually hired. I think it's harmful to teach this as a course, because each data analyst position and environment is different. Maybe this is the way it works at Google, but it certainly doesn't have to - it just seems incredibly basic and honestly kind of condescending. I was hoping that the ""Ask Questions for Data-Driven Decisions"" course would have a lot more case study work that actually makes us think of real world problems and how to approach them from the perspective of data research (not what is the appropriate email response to a supervisor who expected a report not to be late). Come one, Google, really? ",2,1,bad,-1
This can apply to both course #1 & #2. But they're both incredibly basic (I missed the cutoff to skip by 1 point) and that made it a real slog to get through. The readings are a bit lacking and the connection between Coursera and Qwiklabs is very hit or miss. ,2,1,bad,-1
Content that can easily be cut down to two weeks. Some stories are so blatantly advertisement-natured.,2,1,bad,-1
This can be boring for someone with hands on background experience. ,2,1,bad,-1
A huge waste of time. This is a part of Google certificate for data analysis so I would expect working with data but no. I really don't get where all the 5-stars rating are coming from because this course is about nothing.,1,1,bad,-1
T<U+200B>his is the most boring course I ever taken. Weeks wasted for learning a couple of basic Excel tricks. Filled with corporate jargon and 0 useful lessons. A waste of time.,1,1,bad,-1
Too basic and of little of value to your time,1,1,bad,-1
Only Basics and way to lengthy.,1,1,bad,-1
Too basic and repetitive,1,1,bad,-1
"Actually, i am a new to this sort of data analytics from the scratch. The reason for this courses was that i wanted to know a whole process from the start no matter what roles we are involved in the data analysis. I would say the ""Ask Questions to Make Data-Driven Decisions"" course is the most impressive and make me more robust before starting off projects moving forward. To be honest, i wasn't able to catch up with what context in a course mean and see a whole forests in the process of the course. However, i practiced what i had learned over and over so that as taking steps, i became as much understanding of context of ASK phase and importance of it in an initial state as repeated it.Above all, for the instructors who lead us to the right direction, i appreciate them and many many thanks and back to them whenever i want to review or see them.Bye,Kevin Song  ",5,0,good,1
"I absolutely love the diversity in the presenters for each of these courses in the program. The presenters were very knowledgeable but were excellent in breaking down the information in a beginner-friendly manner. There was so much content, but possible to learn and understand. I really loved the interactive lessons that gave the learner the plenty opportunity to practice the new content within each lesson.  I really enjoyed this program that helped me to learn what I needed to learn without feeling overwhelmed. It was also extremely helpful that the design of the new information was always presented in a manner that real-world applications.  ",5,0,good,1
"I appreciated how this program walked you through the specifics of spreadsheets etc, but I wish, at some points during the spreadsheet learning, they would explain exactly what each aspect of functions do. For example there's was a qwiklab that had me enter something like =vlookup(h3,{A$1:A$20,F$1:F$20},2,0). After following instructions and getting the answer I still was confused how where got there, I didn't know what the ""$"" meant, and I had no clue where the 2, and 0 came from or what they meant. Overall I learned an INCREDIBLE amount from this course and I would recommend it to anyone wanting to learn more about data analytics",5,0,good,1
"A great course to understand ""how to ask a question?"" Well I think the processes explained here about asking question is not limited for data analysis but I think these are equally important for resolving any issue in our professional as well as personal life. The way you ask the question will definitely help you to find a great solution for any of you problems. Team building, working under pressure, meeting deadlines all these aspects are beautifully explained which will be very useful once we start our real professional journey of data analysis, well again I think this aspects are equally important for any other professions.",5,0,good,1
"I consider the theme of this second course ""Ask questions to make decisions based on data"" sufficiently complete, very well structured and deepening on the concepts of the program. Like the previous course, the participation of the facilitators is developed in a very pleasant and friendly way and the instruction aids used are very illustrative.

I am also very grateful for the financial aid that they gave me to complete this second course and I would like it to be extended so that I can complete the next courses of the program.

Sincerely, thank you very much.",5,0,good,1
"This course gives a very comprehensive foundation on the soft skills that are required to a Data Analyst. Quite frequently new learners focus only on the hard skills, how many softwares they know, level of fluency in programming languages, etc. However what really makes someone stands apart from the croud, is a very good set of soft skills. Improment on the communications skills, confict resolution (or avoidance), priorization of work are definitely must-have skills that every company values. This course gives a very good foundation on all these factors.",5,0,good,1
"The course is intense, it prepares you to recognize problems, recognize the power and limits of data and see when data becomes significant. In addition, you learn data sheets, basics and develop metrics. With structured thinking, a scope of work is created, always trying to be objective with the data. In addition, we work with the parties interested in the project, we learn to generate trust and be able to communicate clearly. To finish the course, it prepares you to write emails and to attend face-to-face or virtual professional meetings.",5,0,good,1
"The instructor presents information in a well organized manner and her communication style is enjoyable. I value the organization of the course to rotate topics in a manner that engages alternative areas of the brain, such as a module focused on techical spreadsheets followed by a module focusing on team communication & collaboration skills. This allows me to utilize one type of left-side thinking, and then engage in another type of right-side creativity - which increases the ability to learn and absorb informaiton for myself.",5,0,good,1
Excellent beginners level introduction.  Would be useful to add additional gates/fasttrack options for those who already have sufficient skills.  I understand that there is a fast-track but even after scoring 90% on the screening test I still felt it was better to complete all aspects of the course as it didn't provide a personalised area for me to focus on.  Could the learning objectives be broken down further to allow users to choose which sections to focus on if they don't get perfect score in the initial test?,5,0,good,1
"This course finally lets you dig more into spreadsheets and working with data than the previous course. Just like the first course, this is a gentle introduction to analytics and is designed for potential entry-level data analysts. That being said, there is a portion over how to conduct yourself in a meeting, etc. For those already experienced this is review. The lectures on tips and tricks with spreadsheets were great. Even if you've used Excel or Google Sheets before, you're likely to learn something new!",5,0,good,1
"This Course is not only about Data. its about all we should have mange for a professional and personal life effectively by passing barriers and problems solving. Asking right questions and with right person in right context is a key to build a strong data base and then start to resolve your issue. Thanks Google and specially Ximena, course was perfectly designed and delivered. it reminds me my Bachelors education time. it has all to start with your Data and for me my routine day tasks in family or at Job.",5,0,good,1
"Very good course, there is a lot useful information how to work with spreadsheets, even the basic information, for example, about pivot tables or ""Explore""  can help to analyse data. Or  explanation and practical example about SOW. Sure it's quite difficult some theoretical questions in tests, for example I was stuck about stakeholders types, but when I re-read again the topic (video) answer about stakeholders, I still din't understand the correct answers in test. So I was a little bit confused. ",5,0,good,1
"I enjoyed the course.  I like how communication strategy was a main focus.  I also appreciate the break down of how to ask questions, to glean insights and make better decisions. Ask as many contextual questions as possible, which can lead to even more questions, and valuable answers. Leave nothing on the table. I also like the continuous focus on structured, logical thinking.  It's a running theme so learners can really feel the importance of the concept. Looking forward to course three. ",5,0,good,1
